customer_no,full_name,phone,email,password_hash,account_iban,currency,balance,card_masked_pan,card_status,tx_type,amount,tx_status,created_at,target_iban,bill_id
CUST-1027,Olena Shevchenko,+380671000027,olena.shevchenko27@example.com,43b3ec9ea3961a319d37b4cc775d3f43f68709b62a93db10dd6c598137f28732,UA000010000000000000000000056,USD,89999.17,**** **** **** 1056,ACTIVE,TRANSFER,727.08,COMPLETED,2024-01-03T01:50:00,UA000010000000000000000000180,
CUST-1008,Ivan Bondarenko,+380671000008,ivan.bondarenko8@example.com,c8fea5b0b76dc690feaf5544749f99b40e78e2a37c0e867a086696509416302a,UA000010000000000000000000017,UAH,86600.39,**** **** **** 1017,ACTIVE,TRANSFER,14022.01,PENDING,2024-01-03T01:57:00,UA000010000000000000000000121,
CUST-1004,Olena Bondarenko,+380671000004,olena.bondarenko4@example.com,a417b5dc3d06d15d91c6687e27fc1705ebc56b3b2d813abe03066e5643fe4e74,UA000010000000000000000000009,UAH,40859.51,**** **** **** 1009,BLOCKED,BILL_PAYMENT,6162.56,PENDING,2024-01-03T02:04:00,,BILL-50352
CUST-1098,Sofiia Shevchenko,+380671000098,sofiia.shevchenko98@example.com,125e175312b42ca54475207f1ad47df9ac421dd758fcc5c2ab19ae31e451cc53,UA000010000000000000000000197,EUR,9037.56,**** **** **** 1197,ACTIVE,BILL_PAYMENT,5648.19,COMPLETED,2024-01-03T02:11:00,,BILL-50353
CUST-1057,Ivan Shevchenko,+380671000057,ivan.shevchenko57@example.com,3b356cdbaeb3d03a6b6f713a048489d62fd63b4a8fd0c70a976cb0b70c119e46,UA000010000000000000000000115,USD,7164.31,**** **** **** 1115,BLOCKED,BILL_PAYMENT,5665.9,FAILED,2024-01-03T02:18:00,,BILL-50354
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000170,USD,55793.82,**** **** **** 1170,BLOCKED,TRANSFER,9820.33,COMPLETED,2024-01-03T02:25:00,UA000010000000000000000000031,
CUST-1022,Olena Melnyk,+380671000022,olena.melnyk22@example.com,d0f82756c4d40d20e1fdbc90cf4da4adff02fe23b355687525880514642f764e,UA000010000000000000000000046,UAH,69062.22,**** **** **** 1046,BLOCKED,BILL_PAYMENT,7956.2,FAILED,2024-01-03T02:32:00,,BILL-50356
CUST-1028,Sofiia Tkachenko,+380671000028,sofiia.tkachenko28@example.com,034a0cdf079dfa3ca924e07e3c509bbf50768d1949b021c0ea0030cff80ba4d1,UA000010000000000000000000058,EUR,11176.57,**** **** **** 1058,BLOCKED,TRANSFER,11354.88,COMPLETED,2024-01-03T02:39:00,UA000010000000000000000000119,
CUST-1086,Maksym Koval,+380671000086,maksym.koval86@example.com,3c0c8e2f0527574ed275f4fc831af606b283370490f9c39c7389fb5d16dd6ac8,UA000010000000000000000000173,USD,25888.96,**** **** **** 1173,ACTIVE,BILL_PAYMENT,8002.41,PENDING,2024-01-03T02:46:00,,BILL-50358
CUST-1031,Andrii Melnyk,+380671000031,andrii.melnyk31@example.com,3b3ad733c8571384c133694595c33d96c638b36f08a484bd0ad38bf312fdb294,UA000010000000000000000000064,USD,87344.51,**** **** **** 1064,BLOCKED,BILL_PAYMENT,5225.09,COMPLETED,2024-01-03T02:53:00,,BILL-50359
CUST-1024,Andrii Tkachuk,+380671000024,andrii.tkachuk24@example.com,cafdc894eacc597ad76db1a750ccb876d4ed69c73b7d3d23f5e3a9e3b5c9fc2e,UA000010000000000000000000049,UAH,1351.02,**** **** **** 1049,ACTIVE,TRANSFER,531.65,FAILED,2024-01-03T03:00:00,UA000010000000000000000000108,
CUST-1078,Ivan Bondarenko,+380671000078,ivan.bondarenko78@example.com,70dfb731f9ecfb0c9015b28838281e2a3cde900a791c45532154ddb5a95ed31b,UA000010000000000000000000158,USD,88281.49,**** **** **** 1158,ACTIVE,TRANSFER,3647.96,PENDING,2024-01-03T03:07:00,UA000010000000000000000000026,
CUST-1076,Sofiia Koval,+380671000076,sofiia.koval76@example.com,55e315face2c7bcfc4b1d43be3a863e3bbb565ad3dafe30a9dd45b51b190be9d,UA000010000000000000000000153,EUR,16146.12,**** **** **** 1153,ACTIVE,TRANSFER,6724.29,FAILED,2024-01-03T03:14:00,UA000010000000000000000000181,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000013,UAH,44869.94,**** **** **** 1013,ACTIVE,TRANSFER,11121.09,COMPLETED,2024-01-03T03:21:00,UA000010000000000000000000113,
CUST-1029,Olena Koval,+380671000029,olena.koval29@example.com,53f6f072e26d36b9e55d5dc828872856d5286f18ce3818d367f9e4473e464a66,UA000010000000000000000000060,UAH,97644.4,**** **** **** 1060,ACTIVE,TRANSFER,11328.07,PENDING,2024-01-03T03:28:00,UA000010000000000000000000036,
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000129,USD,34412.55,**** **** **** 1129,BLOCKED,BILL_PAYMENT,3550.71,FAILED,2024-01-03T03:35:00,,BILL-50365
CUST-1073,Maksym Bondarenko,+380671000073,maksym.bondarenko73@example.com,25ac9b17f8113ceda4e3b18b639ac0c5821fa6cf61e31a4b2cafec4573b89522,UA000010000000000000000000148,EUR,43409.42,**** **** **** 1148,BLOCKED,BILL_PAYMENT,8683.25,FAILED,2024-01-03T03:42:00,,BILL-50366
CUST-1041,Sofiia Tkachuk,+380671000041,sofiia.tkachuk41@example.com,a8a5146b1f97c2c8987ccb3a87d2f30b8aa258c2a32cb96115bf381d42df875c,UA000010000000000000000000083,EUR,30269.87,**** **** **** 1083,ACTIVE,TRANSFER,4561.38,PENDING,2024-01-03T03:49:00,UA000010000000000000000000170,
CUST-1066,Olena Tkachuk,+380671000066,olena.tkachuk66@example.com,06599c96e52ff54f21e65cec89df4b96ce519704136d6f7246a56be613eed8fb,UA000010000000000000000000134,EUR,4985.56,**** **** **** 1134,ACTIVE,TRANSFER,6232.73,COMPLETED,2024-01-03T03:56:00,UA000010000000000000000000016,
CUST-1071,Ivan Tkachuk,+380671000071,ivan.tkachuk71@example.com,a06afaf373a81a1bcd1641fdd0f8b9c2c0d7104171abafbd80d11e933a9c6a13,UA000010000000000000000000143,USD,94205.59,**** **** **** 1143,ACTIVE,TRANSFER,9408.6,COMPLETED,2024-01-03T04:03:00,UA000010000000000000000000127,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000013,UAH,44869.94,**** **** **** 1013,ACTIVE,BILL_PAYMENT,14126.72,FAILED,2024-01-03T04:10:00,,BILL-50370
CUST-1048,Iryna Melnyk,+380671000048,iryna.melnyk48@example.com,ffe4daf45af0e803fbe1fba2de5c7f7644f30b71ddb082100779d7884e0291c2,UA000010000000000000000000098,USD,25154.46,**** **** **** 1098,ACTIVE,BILL_PAYMENT,10459.81,COMPLETED,2024-01-03T04:17:00,,BILL-50371
CUST-1019,Kateryna Tkachenko,+380671000019,kateryna.tkachenko19@example.com,871431053023291d24b403f1f9d761c6f01b3050a0a83cd9d9759a970f8d4d92,UA000010000000000000000000039,USD,83540.75,**** **** **** 1039,BLOCKED,BILL_PAYMENT,5678.08,FAILED,2024-01-03T04:24:00,,BILL-50372
CUST-1060,Dmytro Bondarenko,+380671000060,dmytro.bondarenko60@example.com,598ed9422e3d9c328f48cafc2c66a66a3d393b64290f7741d60e6e22c03ca031,UA000010000000000000000000122,EUR,68235.05,**** **** **** 1122,BLOCKED,TRANSFER,12747.65,COMPLETED,2024-01-03T04:31:00,UA000010000000000000000000182,
CUST-1018,Dmytro Shevchenko,+380671000018,dmytro.shevchenko18@example.com,b99ddd77e59c96b13b64b3abe1902db4c0a76dabf8622aa6c71f8f5670be6625,UA000010000000000000000000037,UAH,93392.68,**** **** **** 1037,ACTIVE,BILL_PAYMENT,13725.38,FAILED,2024-01-03T04:38:00,,BILL-50374
CUST-1052,Andrii Tkachuk,+380671000052,andrii.tkachuk52@example.com,f511f615cd867553edd2fc66f4dc34441851f699cc1457f767c5ec0bad8cd250,UA000010000000000000000000106,EUR,86288.0,**** **** **** 1106,BLOCKED,BILL_PAYMENT,8381.44,PENDING,2024-01-03T04:45:00,,BILL-50375
CUST-1049,Iryna Koval,+380671000049,iryna.koval49@example.com,a0c69ae7ad7629347d41a89d9a558b26bd9b126a3a183f3498444843acd7270d,UA000010000000000000000000100,UAH,80606.88,**** **** **** 1100,BLOCKED,TRANSFER,3862.18,COMPLETED,2024-01-03T04:52:00,UA000010000000000000000000166,
CUST-1010,Dmytro Koval,+380671000010,dmytro.koval10@example.com,b35892cb8b089e03e4420b94df688122a2b76d4ad0f8b94ad20808bb029e48a5,UA000010000000000000000000021,UAH,19799.89,**** **** **** 1021,ACTIVE,BILL_PAYMENT,12714.64,PENDING,2024-01-03T04:59:00,,BILL-50377
CUST-1068,Kateryna Shevchenko,+380671000068,kateryna.shevchenko68@example.com,5a583fab00aa1c17acaad80b2b9b5a16a8563e7e66808bf4b4acbfb55d9b85d4,UA000010000000000000000000138,USD,70247.03,**** **** **** 1138,BLOCKED,TRANSFER,820.47,COMPLETED,2024-01-03T05:06:00,UA000010000000000000000000173,
CUST-1077,Kateryna Koval,+380671000077,kateryna.koval77@example.com,2590d18604c282ff195459db33d0ae2caab98b14d4cbfdfd4dc3ed4923bf31b8,UA000010000000000000000000155,EUR,81011.72,**** **** **** 1155,BLOCKED,TRANSFER,13110.63,PENDING,2024-01-03T05:13:00,UA000010000000000000000000195,
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000151,UAH,43918.82,**** **** **** 1151,BLOCKED,TRANSFER,7216.94,COMPLETED,2024-01-03T05:20:00,UA000010000000000000000000078,
CUST-1001,Andrii Koval,+380671000001,andrii.koval1@example.com,e6c3da5b206634d7f3f3586d747ffdb36b5c675757b380c6a5fe5c570c714349,UA000010000000000000000000004,UAH,54384.16,**** **** **** 1004,BLOCKED,TRANSFER,14060.54,FAILED,2024-01-03T05:27:00,UA000010000000000000000000031,
CUST-1095,Olena Tkachenko,+380671000095,olena.tkachenko95@example.com,b3f20ff60a6e1eda26f8c412e7173c7ee7f5b3a1124b87a38d3deb63274c1a61,UA000010000000000000000000192,EUR,38657.42,**** **** **** 1192,BLOCKED,BILL_PAYMENT,13720.9,FAILED,2024-01-03T05:34:00,,BILL-50382
CUST-1077,Kateryna Koval,+380671000077,kateryna.koval77@example.com,2590d18604c282ff195459db33d0ae2caab98b14d4cbfdfd4dc3ed4923bf31b8,UA000010000000000000000000155,EUR,81011.72,**** **** **** 1155,BLOCKED,TRANSFER,5979.65,PENDING,2024-01-03T05:41:00,UA000010000000000000000000142,
CUST-1041,Sofiia Tkachuk,+380671000041,sofiia.tkachuk41@example.com,a8a5146b1f97c2c8987ccb3a87d2f30b8aa258c2a32cb96115bf381d42df875c,UA000010000000000000000000083,EUR,30269.87,**** **** **** 1083,ACTIVE,BILL_PAYMENT,5740.89,FAILED,2024-01-03T05:48:00,,BILL-50384
CUST-1083,Sofiia Bondarenko,+380671000083,sofiia.bondarenko83@example.com,dd76076f40644e9e57f7459bfc37b2ef8b7084bda5a3127c24a62c86dd45eb0b,UA000010000000000000000000167,USD,79500.35,**** **** **** 1167,ACTIVE,BILL_PAYMENT,4660.91,COMPLETED,2024-01-03T05:55:00,,BILL-50385
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000132,UAH,75153.4,**** **** **** 1132,ACTIVE,BILL_PAYMENT,7016.76,FAILED,2024-01-03T06:02:00,,BILL-50386
CUST-1060,Dmytro Bondarenko,+380671000060,dmytro.bondarenko60@example.com,598ed9422e3d9c328f48cafc2c66a66a3d393b64290f7741d60e6e22c03ca031,UA000010000000000000000000121,USD,3873.46,**** **** **** 1121,BLOCKED,BILL_PAYMENT,13719.24,COMPLETED,2024-01-03T06:09:00,,BILL-50387
CUST-1040,Andrii Tkachuk,+380671000040,andrii.tkachuk40@example.com,d88a53cd8ffe65ab18d2c62882479559aa781642ce7a8d340b22fc0a637b0359,UA000010000000000000000000081,EUR,90104.64,**** **** **** 1081,BLOCKED,BILL_PAYMENT,733.45,PENDING,2024-01-03T06:16:00,,BILL-50388
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000190,UAH,99397.89,**** **** **** 1190,ACTIVE,TRANSFER,292.49,FAILED,2024-01-03T06:23:00,UA000010000000000000000000150,
CUST-1074,Olena Tkachuk,+380671000074,olena.tkachuk74@example.com,efacf97ed63d8d618e5c1f03e2fbd3656ed4c97ba04abf6db791534b425641c2,UA000010000000000000000000149,UAH,51090.12,**** **** **** 1149,BLOCKED,BILL_PAYMENT,4463.12,PENDING,2024-01-03T06:30:00,,BILL-50390
CUST-1042,Kateryna Shevchenko,+380671000042,kateryna.shevchenko42@example.com,de3543c757d459090b9adaf9a80a54d54724a0f1600d4c77d6017dde58cf1189,UA000010000000000000000000085,EUR,75065.32,**** **** **** 1085,ACTIVE,TRANSFER,5728.6,PENDING,2024-01-03T06:37:00,UA000010000000000000000000128,
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000141,EUR,3542.16,**** **** **** 1141,BLOCKED,BILL_PAYMENT,3897.04,COMPLETED,2024-01-03T06:44:00,,BILL-50392
CUST-1092,Kateryna Melnyk,+380671000092,kateryna.melnyk92@example.com,905026a6ddab21a9d1dca17cc4f47b843eccd1c4806f7f3c59b88cdac12e339f,UA000010000000000000000000186,UAH,96584.27,**** **** **** 1186,BLOCKED,BILL_PAYMENT,6939.39,FAILED,2024-01-03T06:51:00,,BILL-50393
CUST-1045,Andrii Shevchenko,+380671000045,andrii.shevchenko45@example.com,64bf83fcf172a284e3db6b4cc76bb175184ee9dd57e77f0421e3e401ea3858e0,UA000010000000000000000000091,EUR,9394.76,**** **** **** 1091,BLOCKED,TRANSFER,2142.38,FAILED,2024-01-03T06:58:00,UA000010000000000000000000126,
CUST-1023,Olena Bondarenko,+380671000023,olena.bondarenko23@example.com,8893186d24cce07e1c82f2e020d41177e699318b4be9535483fdf55edf58cd50,UA000010000000000000000000048,UAH,63794.16,**** **** **** 1048,BLOCKED,TRANSFER,7882.97,PENDING,2024-01-03T07:05:00,UA000010000000000000000000172,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000013,UAH,44869.94,**** **** **** 1013,ACTIVE,TRANSFER,6215.26,FAILED,2024-01-03T07:12:00,UA000010000000000000000000060,
CUST-1008,Ivan Bondarenko,+380671000008,ivan.bondarenko8@example.com,c8fea5b0b76dc690feaf5544749f99b40e78e2a37c0e867a086696509416302a,UA000010000000000000000000018,UAH,38518.34,**** **** **** 1018,BLOCKED,TRANSFER,186.66,FAILED,2024-01-03T07:19:00,UA000010000000000000000000117,
CUST-1047,Kateryna Koval,+380671000047,kateryna.koval47@example.com,dbb70b94b6b192a1085e8056872daa4eb24002d47c82e88b1323f1a5882567ba,UA000010000000000000000000096,USD,42029.66,**** **** **** 1096,ACTIVE,TRANSFER,9286.64,FAILED,2024-01-03T07:26:00,UA000010000000000000000000158,
CUST-1061,Olena Melnyk,+380671000061,olena.melnyk61@example.com,da3df0f1c138cc7b9e79e218587a605e12b7a9b9ac24e1287da5ed056cf10c22,UA000010000000000000000000124,UAH,98091.48,**** **** **** 1124,ACTIVE,BILL_PAYMENT,285.19,FAILED,2024-01-03T07:33:00,,BILL-50399
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000142,EUR,68057.38,**** **** **** 1142,BLOCKED,BILL_PAYMENT,227.17,FAILED,2024-01-03T07:40:00,,BILL-50400
CUST-1092,Kateryna Melnyk,+380671000092,kateryna.melnyk92@example.com,905026a6ddab21a9d1dca17cc4f47b843eccd1c4806f7f3c59b88cdac12e339f,UA000010000000000000000000185,USD,48392.71,**** **** **** 1185,BLOCKED,BILL_PAYMENT,8059.28,COMPLETED,2024-01-03T07:47:00,,BILL-50401
CUST-1002,Sofiia Koval,+380671000002,sofiia.koval2@example.com,1ba3d16e9881959f8c9a9762854f72c6e6321cdd44358a10a4e939033117eab9,UA000010000000000000000000005,UAH,78677.32,**** **** **** 1005,BLOCKED,BILL_PAYMENT,12102.21,PENDING,2024-01-03T07:54:00,,BILL-50402
CUST-1013,Maksym Tkachuk,+380671000013,maksym.tkachuk13@example.com,1e53de2a2b4ab888cc24002ef8832d433b21956ab83ddeef989c8224b5c8f9f2,UA000010000000000000000000028,UAH,94218.02,**** **** **** 1028,ACTIVE,TRANSFER,7889.56,PENDING,2024-01-03T08:01:00,UA000010000000000000000000050,
CUST-1079,Kateryna Melnyk,+380671000079,kateryna.melnyk79@example.com,f46c534ea1cb330122334be00303592a10bcbbc238d1b11e1b498d4486d13755,UA000010000000000000000000159,USD,57415.11,**** **** **** 1159,BLOCKED,BILL_PAYMENT,12237.46,COMPLETED,2024-01-03T08:08:00,,BILL-50404
CUST-1050,Andrii Koval,+380671000050,andrii.koval50@example.com,be46e03449534372e45f1abf511f78148625cf11d99f2f550e2f32b3a551dfb6,UA000010000000000000000000102,USD,14200.57,**** **** **** 1102,BLOCKED,TRANSFER,5627.12,COMPLETED,2024-01-03T08:15:00,UA000010000000000000000000118,
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000145,UAH,70022.11,**** **** **** 1145,BLOCKED,TRANSFER,14853.98,PENDING,2024-01-03T08:22:00,UA000010000000000000000000077,
CUST-1087,Iryna Bondarenko,+380671000087,iryna.bondarenko87@example.com,4a2efe616f41f27f583d7e1e628a7b019f2b2603677ae0216d14559eefb83975,UA000010000000000000000000176,UAH,22422.08,**** **** **** 1176,BLOCKED,TRANSFER,9823.35,FAILED,2024-01-03T08:29:00,UA000010000000000000000000195,
CUST-1004,Olena Bondarenko,+380671000004,olena.bondarenko4@example.com,a417b5dc3d06d15d91c6687e27fc1705ebc56b3b2d813abe03066e5643fe4e74,UA000010000000000000000000009,UAH,40859.51,**** **** **** 1009,BLOCKED,TRANSFER,6108.91,COMPLETED,2024-01-03T08:36:00,UA000010000000000000000000142,
CUST-1060,Dmytro Bondarenko,+380671000060,dmytro.bondarenko60@example.com,598ed9422e3d9c328f48cafc2c66a66a3d393b64290f7741d60e6e22c03ca031,UA000010000000000000000000122,EUR,68235.05,**** **** **** 1122,BLOCKED,TRANSFER,9569.38,FAILED,2024-01-03T08:43:00,UA000010000000000000000000044,
CUST-1010,Dmytro Koval,+380671000010,dmytro.koval10@example.com,b35892cb8b089e03e4420b94df688122a2b76d4ad0f8b94ad20808bb029e48a5,UA000010000000000000000000022,UAH,58338.85,**** **** **** 1022,ACTIVE,BILL_PAYMENT,12687.68,FAILED,2024-01-03T08:50:00,,BILL-50410
CUST-1042,Kateryna Shevchenko,+380671000042,kateryna.shevchenko42@example.com,de3543c757d459090b9adaf9a80a54d54724a0f1600d4c77d6017dde58cf1189,UA000010000000000000000000085,EUR,75065.32,**** **** **** 1085,ACTIVE,TRANSFER,13427.13,PENDING,2024-01-03T08:57:00,UA000010000000000000000000059,
CUST-1027,Olena Shevchenko,+380671000027,olena.shevchenko27@example.com,43b3ec9ea3961a319d37b4cc775d3f43f68709b62a93db10dd6c598137f28732,UA000010000000000000000000055,USD,13617.11,**** **** **** 1055,BLOCKED,BILL_PAYMENT,4102.87,PENDING,2024-01-03T09:04:00,,BILL-50412
CUST-1087,Iryna Bondarenko,+380671000087,iryna.bondarenko87@example.com,4a2efe616f41f27f583d7e1e628a7b019f2b2603677ae0216d14559eefb83975,UA000010000000000000000000176,UAH,22422.08,**** **** **** 1176,BLOCKED,BILL_PAYMENT,13494.71,FAILED,2024-01-03T09:11:00,,BILL-50413
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000169,USD,66732.04,**** **** **** 1169,BLOCKED,TRANSFER,2731.35,COMPLETED,2024-01-03T09:18:00,UA000010000000000000000000005,
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000054,USD,58668.45,**** **** **** 1054,ACTIVE,TRANSFER,11296.2,FAILED,2024-01-03T09:25:00,UA000010000000000000000000102,
CUST-1009,Sofiia Tkachuk,+380671000009,sofiia.tkachuk9@example.com,2d4589473fb3f4581d7452cd25182159d68d2a50056a0cce35a529b010e32f2b,UA000010000000000000000000020,USD,42877.74,**** **** **** 1020,BLOCKED,BILL_PAYMENT,2478.63,PENDING,2024-01-03T09:32:00,,BILL-50416
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000146,EUR,60440.75,**** **** **** 1146,ACTIVE,BILL_PAYMENT,10171.67,FAILED,2024-01-03T09:39:00,,BILL-50417
CUST-1042,Kateryna Shevchenko,+380671000042,kateryna.shevchenko42@example.com,de3543c757d459090b9adaf9a80a54d54724a0f1600d4c77d6017dde58cf1189,UA000010000000000000000000085,EUR,75065.32,**** **** **** 1085,ACTIVE,BILL_PAYMENT,11346.36,PENDING,2024-01-03T09:46:00,,BILL-50418
CUST-1088,Maksym Tkachenko,+380671000088,maksym.tkachenko88@example.com,1d45a36925bcb8f729f8f06ee0ec689f440cc6b08c3a0573ed12e10104e1e9a0,UA000010000000000000000000177,USD,72733.92,**** **** **** 1177,BLOCKED,TRANSFER,7536.85,COMPLETED,2024-01-03T09:53:00,UA000010000000000000000000014,
CUST-1012,Andrii Shevchenko,+380671000012,andrii.shevchenko12@example.com,fdac810d0c09f25c5ddcee9976ab1f1ae1973dba7c65152d95b0937bc2a6c883,UA000010000000000000000000026,UAH,7783.61,**** **** **** 1026,ACTIVE,BILL_PAYMENT,3520.55,PENDING,2024-01-03T10:00:00,,BILL-50420
CUST-1043,Sofiia Shevchenko,+380671000043,sofiia.shevchenko43@example.com,db9aa0719dbf5cac40e44b268042014e9bc28b4134df9051a35f8c64f6603b6f,UA000010000000000000000000088,USD,21808.09,**** **** **** 1088,BLOCKED,BILL_PAYMENT,14535.36,COMPLETED,2024-01-03T10:07:00,,BILL-50421
CUST-1003,Olena Tkachuk,+380671000003,olena.tkachuk3@example.com,3acb59306ef6e660cf832d1d34c4fba3d88d616f0bb5c2a9e0f82d18ef6fc167,UA000010000000000000000000008,EUR,6362.95,**** **** **** 1008,ACTIVE,BILL_PAYMENT,11764.04,COMPLETED,2024-01-03T10:14:00,,BILL-50422
CUST-1062,Dmytro Bondarenko,+380671000062,dmytro.bondarenko62@example.com,9b857dc1d1dc03b131bdb429b972f5f28c7d72b8466a22d54c359c48d19551fe,UA000010000000000000000000126,UAH,64632.22,**** **** **** 1126,ACTIVE,TRANSFER,5369.38,COMPLETED,2024-01-03T10:21:00,UA000010000000000000000000111,
CUST-1023,Olena Bondarenko,+380671000023,olena.bondarenko23@example.com,8893186d24cce07e1c82f2e020d41177e699318b4be9535483fdf55edf58cd50,UA000010000000000000000000048,UAH,63794.16,**** **** **** 1048,BLOCKED,BILL_PAYMENT,1331.13,FAILED,2024-01-03T10:28:00,,BILL-50424
CUST-1037,Maksym Bondarenko,+380671000037,maksym.bondarenko37@example.com,1a31ac086ebf1341c916929e6d982767cd8568887d7c930ba8abd062afa08eac,UA000010000000000000000000076,USD,90050.97,**** **** **** 1076,ACTIVE,TRANSFER,10710.97,PENDING,2024-01-03T10:35:00,UA000010000000000000000000069,
CUST-1019,Kateryna Tkachenko,+380671000019,kateryna.tkachenko19@example.com,871431053023291d24b403f1f9d761c6f01b3050a0a83cd9d9759a970f8d4d92,UA000010000000000000000000040,EUR,98401.48,**** **** **** 1040,ACTIVE,BILL_PAYMENT,10689.57,FAILED,2024-01-03T10:42:00,,BILL-50426
CUST-1019,Kateryna Tkachenko,+380671000019,kateryna.tkachenko19@example.com,871431053023291d24b403f1f9d761c6f01b3050a0a83cd9d9759a970f8d4d92,UA000010000000000000000000040,EUR,98401.48,**** **** **** 1040,ACTIVE,BILL_PAYMENT,4784.34,PENDING,2024-01-03T10:49:00,,BILL-50427
CUST-1011,Iryna Bondarenko,+380671000011,iryna.bondarenko11@example.com,8057f787ebd8b4f9d40f53d7fbbfcbdde7067c1a074435b68f525b3de0e2ac2b,UA000010000000000000000000024,EUR,48202.06,**** **** **** 1024,ACTIVE,TRANSFER,14147.26,COMPLETED,2024-01-03T10:56:00,UA000010000000000000000000093,
CUST-1097,Sofiia Bondarenko,+380671000097,sofiia.bondarenko97@example.com,7f5106053c87018f57187a0a485dedacb2ef37f08f05ab2313f23217a9ee928b,UA000010000000000000000000195,EUR,96050.77,**** **** **** 1195,ACTIVE,BILL_PAYMENT,1578.36,PENDING,2024-01-03T11:03:00,,BILL-50429
